,IS_TENT,GENDER,AGE,MARITAL_STATUS,PROFESSION
16698,False,M,26,Single,Other
16699,False,M,26,Single,Other
16700,False,M,26,Single,Other
16701,False,F,59,Married,Retired
16702,False,F,59,Married,Retired
16703,False,F,59,Married,Retired
16704,False,F,64,Married,Other
16705,False,F,64,Married,Other
16706,False,F,64,Married,Other
16707,True,M,21,Single,Professional
16708,False,M,21,Single,Professional
16709,False,M,33,Single,Professional
16710,False,M,33,Single,Professional
16711,False,M,33,Single,Professional
16712,False,M,33,Single,Professional
16713,False,M,33,Single,Professional
16714,False,M,33,Single,Professional
16715,False,M,33,Single,Professional
16716,False,F,23,Single,Other
16717,False,F,23,Single,Other
16718,False,M,42,Married,Sales
16719,False,M,42,Married,Sales
16720,True,M,29,Single,Professional
16721,True,M,29,Single,Professional
16722,False,M,29,Single,Professional
16723,False,M,29,Single,Professional
16724,False,M,44,Married,Other
16725,False,M,44,Married,Other
16726,False,M,44,Married,Other
16727,False,M,44,Married,Other
16728,False,M,44,Married,Other
16729,True,M,44,Married,Other
16730,False,F,37,Married,Other
16731,True,F,37,Married,Other
16732,False,F,37,Married,Other
16733,False,M,26,Single,Professional
16734,True,M,26,Single,Professional
16735,False,M,26,Single,Professional
16736,False,F,26,Single,Professional
16737,False,F,26,Single,Professional
16738,False,F,43,Married,Other
16739,False,F,43,Married,Other
16740,False,M,22,Single,Student
16741,False,M,22,Single,Student
16742,False,M,22,Single,Student
16743,False,F,38,Married,Professional
16744,False,F,38,Married,Professional
16745,False,M,41,Married,Other
16746,False,M,41,Married,Other
16747,False,M,39,Married,Other
16748,False,M,39,Married,Other
16749,False,F,18,Single,Other
16750,False,F,18,Single,Other
16751,False,F,18,Single,Other
16752,False,F,20,Single,Hospitality
16753,True,F,20,Single,Hospitality
16754,False,F,19,Single,Retail
16755,False,F,19,Single,Retail
16756,False,M,33,Married,Sales
16757,False,M,33,Married,Sales
16758,False,M,33,Married,Sales
16759,False,M,23,Single,Retail
16760,False,M,23,Single,Retail
16761,False,F,46,Married,Other
16762,False,F,46,Married,Other
16763,False,F,46,Married,Other
16764,False,F,40,Married,Professional
16765,False,F,40,Married,Professional
16766,False,F,55,Married,Retired
16767,False,F,55,Married,Retired
16768,False,F,25,Married,Executive
16769,False,F,25,Married,Executive
16770,False,F,38,Married,Professional
16771,False,F,38,Married,Professional
16772,False,F,38,Married,Professional
16773,False,F,38,Married,Professional
16774,False,F,38,Married,Professional
16775,True,M,24,Single,Professional
16776,True,M,24,Single,Professional
16777,False,F,46,Married,Retired
16778,False,F,46,Married,Retired
16779,False,F,46,Married,Retired
16780,True,M,21,Single,Trades
16781,True,M,21,Single,Trades
16782,False,M,21,Single,Trades
16783,False,M,36,Married,Sales
16784,False,M,36,Married,Sales
16785,True,M,21,Single,Sales
16786,True,M,21,Single,Sales
16787,False,M,21,Single,Sales
16788,False,M,39,Married,Other
16789,False,M,39,Married,Other
16790,False,M,39,Married,Other
16791,False,M,39,Married,Other
16792,False,F,32,Single,Other
16793,False,F,32,Single,Other
16794,False,F,32,Single,Other
16795,True,M,26,Single,Trades
16796,False,M,26,Single,Trades
16797,True,M,26,Single,Trades
16798,False,F,22,Single,Other
16799,False,F,22,Single,Other
16800,False,F,38,Single,Retail
16801,False,F,38,Single,Retail
16802,False,M,23,Single,Professional
16803,False,M,23,Single,Professional
16804,False,M,23,Single,Professional
16805,False,M,23,Single,Professional
16806,False,F,46,Married,Professional
16807,False,F,46,Married,Professional
16808,True,M,23,Single,Trades
16809,True,M,23,Single,Trades
16810,False,M,23,Single,Trades
16811,False,M,23,Single,Trades
16812,False,M,27,Single,Other
16813,False,M,27,Single,Other
16814,False,M,27,Single,Other
16815,False,M,27,Single,Other
16816,True,M,27,Single,Other
16817,False,M,35,Married,Executive
16818,False,M,35,Married,Executive
16819,False,F,30,Married,Retail
16820,False,F,30,Married,Retail
16821,False,F,30,Married,Retail
16822,False,M,41,Married,Sales
16823,True,M,41,Married,Sales
16824,False,F,21,Single,Other
16825,False,F,21,Single,Other
16826,False,F,21,Single,Other
16827,True,M,34,Unspecified,Sales
16828,False,M,34,Unspecified,Sales
16829,True,M,34,Unspecified,Sales
16830,False,M,45,Married,Professional
16831,False,M,45,Married,Professional
16832,False,F,43,Married,Professional
16833,False,F,43,Married,Professional
16834,True,M,37,Married,Executive
16835,True,M,37,Married,Executive
16836,False,M,37,Married,Executive
16837,False,M,37,Married,Executive
16838,False,M,37,Married,Executive
16839,False,M,37,Married,Executive
16840,False,M,26,Married,Professional
16841,False,M,26,Married,Professional
16842,False,M,26,Married,Professional
16843,False,M,26,Married,Professional
16844,False,M,26,Married,Professional
16845,False,M,26,Married,Professional
16846,False,M,26,Married,Professional
16847,False,F,40,Married,Other
16848,False,F,40,Married,Other
16849,False,F,40,Married,Other
16850,False,F,40,Married,Other
16851,False,F,24,Single,Retail
16852,False,F,24,Single,Retail
16853,False,F,34,Single,Professional
16854,False,F,34,Single,Professional
16855,False,M,19,Single,Student
16856,False,M,19,Single,Student
16857,False,M,38,Single,Other
16858,False,M,38,Single,Other
16859,False,M,38,Single,Other
16860,False,F,25,Married,Executive
16861,False,F,25,Married,Executive
16862,True,M,24,Single,Executive
16863,False,M,24,Single,Executive
16864,True,M,24,Single,Executive
16865,False,M,24,Single,Executive
16866,False,M,38,Married,Sales
16867,False,M,38,Married,Sales
16868,False,M,38,Married,Sales
16869,False,M,38,Married,Sales
16870,False,M,27,Single,Sales
16871,False,M,27,Single,Sales
16872,False,M,27,Single,Sales
16873,False,M,27,Single,Sales
16874,False,F,19,Single,Professional
16875,False,F,19,Single,Professional
16876,True,F,32,Married,Other
16877,False,F,32,Married,Other
16878,False,F,32,Married,Other
16879,False,F,32,Married,Other
16880,False,F,43,Married,Other
16881,False,F,43,Married,Other
16882,False,F,43,Married,Other
16883,False,F,31,Married,Other
16884,False,F,31,Married,Other
16885,False,M,27,Single,Professional
16886,False,M,27,Single,Professional
16887,False,M,27,Single,Professional
16888,False,F,30,Married,Executive
16889,False,F,30,Married,Executive
16890,False,F,49,Married,Executive
16891,False,F,49,Married,Executive
16892,False,F,49,Married,Executive
16893,False,M,40,Single,Sales
16894,False,M,40,Single,Sales
16895,False,M,40,Single,Sales
16896,False,M,42,Married,Executive
16897,False,M,42,Married,Executive
16898,True,M,42,Married,Executive
16899,False,M,42,Married,Executive
16900,False,F,45,Unspecified,Sales
16901,False,F,45,Unspecified,Sales
16902,False,M,19,Single,Other
16903,False,M,19,Single,Other
16904,False,F,23,Single,Other
16905,False,F,23,Single,Other
16906,False,M,21,Single,Student
16907,False,M,21,Single,Student
16908,False,M,25,Single,Student
16909,False,M,25,Single,Student
16910,False,M,25,Single,Student
16911,False,M,25,Single,Student
16912,True,M,29,Single,Other
16913,True,M,29,Single,Other
16914,False,M,29,Single,Other
16915,False,M,29,Single,Other
16916,True,M,20,Single,Sales
16917,True,M,20,Single,Sales
16918,False,M,20,Single,Sales
16919,True,M,36,Married,Sales
16920,False,M,36,Married,Sales
16921,False,M,36,Married,Sales
16922,False,F,25,Single,Other
16923,False,F,25,Single,Other
16924,False,F,25,Single,Other
16925,False,F,35,Single,Professional
16926,False,F,35,Single,Professional
16927,False,F,35,Single,Professional
16928,True,F,27,Single,Hospitality
16929,False,F,27,Single,Hospitality
16930,False,F,27,Single,Hospitality
16931,False,F,47,Married,Professional
16932,False,F,47,Married,Professional
16933,False,M,34,Married,Sales
16934,True,M,34,Married,Sales
16935,False,M,22,Single,Professional
16936,False,M,22,Single,Professional
16937,False,F,44,Married,Other
16938,False,F,44,Married,Other
16939,False,F,59,Married,Other
16940,False,F,59,Married,Other
16941,False,F,59,Married,Other
16942,False,M,28,Single,Trades
16943,False,M,28,Single,Trades
16944,False,M,28,Single,Trades
16945,False,F,41,Married,Other
16946,False,F,41,Married,Other
16947,False,F,41,Married,Other
16948,False,F,41,Married,Other
16949,False,F,41,Married,Other
16950,False,F,22,Single,Student
16951,False,F,22,Single,Student
16952,False,F,44,Married,Other
16953,False,F,44,Married,Other
16954,False,F,36,Unspecified,Professional
16955,False,F,36,Unspecified,Professional
16956,False,F,36,Unspecified,Professional
16957,False,M,40,Unspecified,Trades
16958,False,M,40,Unspecified,Trades
16959,False,M,29,Married,Professional
16960,False,M,29,Married,Professional
16961,True,M,27,Single,Trades
16962,True,M,27,Single,Trades
16963,False,M,27,Single,Trades
16964,False,M,31,Married,Other
16965,False,M,31,Married,Other
16966,False,M,31,Married,Other
16967,False,F,44,Married,Hospitality
16968,False,F,44,Married,Hospitality
16969,False,F,44,Married,Hospitality
16970,False,F,44,Married,Hospitality
16971,False,F,44,Married,Hospitality
16972,False,F,21,Single,Other
16973,False,F,21,Single,Other
16974,False,F,21,Single,Other
16975,False,M,51,Married,Professional
16976,False,M,51,Married,Professional
16977,False,M,51,Married,Professional
16978,False,M,51,Married,Professional
16979,False,M,51,Married,Professional
16980,False,F,34,Married,Other
16981,False,F,54,Unspecified,Sales
16982,False,F,54,Unspecified,Sales
16983,False,F,54,Unspecified,Sales
16984,False,F,44,Married,Other
16985,False,F,44,Married,Other
16986,False,F,18,Single,Retail
16987,False,F,18,Single,Retail
16988,False,F,28,Single,Professional
16989,False,F,28,Single,Professional
16990,True,M,22,Single,Executive
16991,True,M,22,Single,Executive
16992,False,M,22,Single,Executive
16993,False,M,22,Single,Executive
16994,False,M,22,Single,Retail
16995,False,M,22,Single,Retail
16996,False,M,22,Single,Retail
16997,False,M,22,Single,Retail
16998,False,M,22,Single,Retail
16999,False,F,53,Married,Other
17000,False,F,53,Married,Other
17001,False,F,53,Married,Other
17002,False,F,24,Single,Retail
17003,False,F,24,Single,Retail
17004,False,F,21,Single,Other
17005,False,F,21,Single,Other
17006,False,M,19,Unspecified,Other
17007,True,M,19,Unspecified,Other
17008,False,M,19,Unspecified,Other
17009,False,M,19,Unspecified,Other
17010,False,M,58,Married,Other
17011,False,M,58,Married,Other
17012,False,M,58,Married,Other
17013,False,F,53,Married,Other
17014,False,F,53,Married,Other
17015,False,M,44,Married,Sales
17016,False,M,44,Married,Sales
17017,False,M,44,Married,Sales
17018,False,F,24,Single,Sales
17019,False,F,24,Single,Sales
17020,False,F,40,Married,Other
17021,False,F,40,Married,Other
17022,False,F,40,Married,Other
17023,True,M,20,Single,Other
17024,True,M,20,Single,Other
17025,False,M,27,Single,Sales
17026,False,M,27,Single,Sales
17027,False,M,27,Single,Sales
17028,False,M,27,Single,Sales
17029,False,M,24,Single,Sales
17030,False,M,24,Single,Sales
17031,False,M,24,Single,Sales
17032,False,F,39,Married,Other
17033,False,F,39,Married,Other
17034,False,F,39,Married,Other
17035,False,F,38,Married,Sales
17036,False,F,38,Married,Sales
17037,False,M,35,Married,Professional
17038,False,M,35,Married,Professional
17039,False,M,35,Married,Professional
17040,True,M,19,Single,Sales
17041,True,M,19,Single,Sales
17042,False,M,19,Single,Sales
17043,False,F,20,Married,Retail
17044,False,F,20,Married,Retail
17045,False,F,20,Married,Retail
17046,False,F,20,Married,Retail
17047,False,F,35,Married,Executive
17048,False,F,35,Married,Executive
17049,False,M,37,Single,Other
17050,False,M,37,Single,Other
17051,True,M,37,Single,Other
17052,False,M,37,Single,Other
17053,False,M,23,Single,Other
17054,False,M,23,Single,Other
17055,False,F,34,Married,Other
17056,False,F,34,Married,Other
17057,False,F,34,Married,Other
17058,False,F,34,Married,Other
17059,False,F,34,Married,Other
17060,False,M,25,Single,Other
17061,False,M,25,Single,Other
17062,False,M,25,Single,Other
17063,False,M,25,Single,Other
17064,False,F,49,Married,Professional
17065,False,F,49,Married,Professional
17066,False,F,49,Married,Professional
17067,False,F,35,Married,Executive
17068,False,F,35,Married,Executive
17069,False,F,35,Married,Executive
17070,True,F,35,Married,Executive
17071,True,F,35,Married,Executive
17072,False,M,30,Married,Sales
17073,False,M,30,Married,Sales
17074,False,M,30,Married,Sales
17075,False,F,30,Married,Executive
17076,False,F,30,Married,Executive
17077,False,F,30,Married,Executive
17078,False,M,28,Married,Other
17079,False,M,28,Married,Other
17080,False,F,26,Unspecified,Other
17081,False,F,26,Unspecified,Other
17082,False,F,26,Unspecified,Other
17083,False,F,28,Single,Sales
17084,False,F,28,Single,Sales
17085,False,F,26,Single,Retail
17086,False,F,26,Single,Retail
17087,False,M,20,Single,Student
17088,False,M,20,Single,Student
17089,False,F,47,Unspecified,Hospitality
17090,False,F,47,Unspecified,Hospitality
17091,False,F,34,Married,Other
17092,True,F,34,Married,Other
17093,False,F,34,Married,Other
17094,False,M,43,Married,Retired
17095,False,M,43,Married,Retired
17096,False,M,43,Married,Retired
17097,False,M,43,Married,Retired
17098,False,M,17,Single,Student
17099,False,M,17,Single,Student
17100,False,M,17,Single,Student
17101,False,F,19,Unspecified,Other
17102,False,F,19,Unspecified,Other
17103,False,F,19,Unspecified,Other
17104,False,F,19,Unspecified,Other
17105,True,M,23,Single,Other
17106,True,M,23,Single,Other
17107,False,M,23,Single,Other
17108,False,M,23,Single,Other
17109,False,M,22,Unspecified,Other
17110,False,M,22,Unspecified,Other
17111,False,F,48,Unspecified,Hospitality
17112,False,F,48,Unspecified,Hospitality
17113,False,F,48,Unspecified,Hospitality
17114,False,M,21,Single,Retail
17115,False,M,21,Single,Retail
17116,False,M,21,Single,Retail
17117,False,F,64,Unspecified,Hospitality
17118,False,F,64,Unspecified,Hospitality
17119,False,F,64,Unspecified,Hospitality
17120,False,M,48,Married,Other
17121,False,M,48,Married,Other
17122,False,M,48,Married,Other
17123,False,M,48,Married,Other
17124,False,M,43,Married,Other
17125,False,M,43,Married,Other
17126,False,M,43,Married,Other
17127,False,F,24,Single,Other
17128,False,F,24,Single,Other
17129,False,F,48,Married,Professional
17130,False,F,48,Married,Professional
17131,False,F,49,Married,Professional
17132,False,F,49,Married,Professional
17133,False,F,43,Married,Professional
17134,False,F,43,Married,Professional
17135,False,M,44,Married,Retired
17136,False,M,44,Married,Retired
17137,False,M,44,Married,Retired
17138,False,M,44,Married,Retired
17139,False,M,31,Married,Other
17140,False,M,31,Married,Other
17141,False,M,31,Married,Other
17142,False,M,33,Married,Sales
17143,False,M,33,Married,Sales
17144,False,M,33,Married,Sales
17145,False,M,33,Married,Sales
17146,False,M,33,Married,Sales
17147,True,M,19,Single,Other
17148,False,M,19,Single,Other
17149,True,M,19,Single,Other
17150,False,M,20,Single,Other
17151,False,M,20,Single,Other
17152,True,M,20,Single,Other
17153,False,M,20,Single,Other
17154,False,F,34,Married,Executive
17155,False,F,34,Married,Executive
17156,False,F,34,Married,Executive
17157,True,M,26,Single,Professional
17158,True,M,26,Single,Professional
17159,False,M,26,Single,Professional
17160,False,F,32,Married,Other
17161,True,F,32,Married,Other
17162,False,F,32,Married,Other
17163,False,F,32,Married,Other
17164,False,F,32,Married,Other
17165,False,M,37,Married,Sales
17166,False,M,37,Married,Sales
17167,False,F,34,Married,Other
17168,False,F,34,Married,Other
17169,False,F,34,Married,Other
17170,False,F,33,Married,Executive
17171,False,F,33,Married,Executive
17172,False,F,39,Unspecified,Hospitality
17173,False,F,39,Unspecified,Hospitality
17174,False,F,39,Unspecified,Hospitality
17175,True,M,27,Single,Professional
17176,True,M,27,Single,Professional
17177,False,M,27,Single,Professional
17178,False,M,27,Single,Professional
17179,False,F,30,Single,Professional
17180,False,F,30,Single,Professional
17181,False,M,29,Single,Other
17182,False,M,29,Single,Other
17183,True,M,29,Single,Other
17184,False,M,29,Single,Other
17185,False,F,39,Single,Other
17186,False,F,39,Single,Other
17187,False,F,23,Single,Professional
17188,False,F,23,Single,Professional
17189,False,M,28,Single,Trades
17190,False,M,28,Single,Trades
17191,True,M,23,Single,Executive
17192,True,M,23,Single,Executive
17193,True,M,26,Single,Professional
17194,True,M,26,Single,Professional
17195,False,M,26,Single,Professional
17196,False,F,37,Unspecified,Other
17197,False,F,37,Unspecified,Other
17198,False,F,37,Unspecified,Other
17199,False,M,34,Married,Sales
17200,False,M,34,Married,Sales
17201,True,M,34,Married,Sales
17202,False,M,34,Married,Sales
17203,False,M,34,Married,Sales
17204,False,M,33,Married,Sales
17205,True,M,33,Married,Sales
17206,False,M,33,Married,Sales
17207,False,M,31,Married,Executive
17208,False,M,31,Married,Executive
17209,False,M,45,Married,Other
17210,False,M,45,Married,Other
17211,False,M,45,Married,Other
17212,False,M,32,Single,Other
17213,False,M,32,Single,Other
17214,False,M,32,Single,Other
17215,False,M,32,Single,Other
17216,True,M,32,Single,Other
17217,False,M,32,Single,Other
17218,False,M,32,Single,Other
17219,False,M,32,Single,Other
17220,False,F,48,Married,Other
17221,False,F,48,Married,Other
17222,False,F,48,Married,Other
17223,False,F,40,Married,Other
17224,False,F,40,Married,Other
17225,False,F,40,Married,Other
17226,False,M,44,Married,Other
17227,False,M,44,Married,Other
17228,False,M,44,Married,Other
17229,False,M,44,Married,Other
17230,False,F,30,Single,Professional
17231,False,F,30,Single,Professional
17232,False,M,36,Married,Sales
17233,True,M,36,Married,Sales
17234,False,M,36,Married,Sales
17235,False,F,46,Married,Other
17236,False,F,46,Married,Other
17237,False,F,37,Married,Executive
17238,False,F,37,Married,Executive
17239,False,M,41,Married,Trades
17240,False,M,41,Married,Trades
17241,False,M,41,Married,Trades
17242,False,M,41,Married,Trades
17243,False,M,34,Married,Executive
17244,False,M,34,Married,Executive
17245,False,M,34,Married,Executive
17246,False,M,19,Single,Professional
17247,False,M,19,Single,Professional
17248,False,M,19,Single,Professional
17249,False,M,19,Single,Professional
17250,False,F,21,Single,Other
17251,False,F,21,Single,Other
17252,False,F,28,Married,Executive
17253,False,F,28,Married,Executive
17254,False,F,26,Married,Professional
17255,False,F,26,Married,Professional
17256,False,F,26,Single,Other
17257,False,F,26,Single,Other
17258,False,M,34,Married,Sales
17259,False,M,34,Married,Sales
17260,False,M,34,Married,Sales
17261,False,M,34,Married,Sales
17262,False,F,65,Married,Other
17263,False,F,65,Married,Other
17264,True,M,30,Single,Professional
17265,True,M,30,Single,Professional
17266,False,M,30,Single,Professional
17267,False,F,23,Single,Hospitality
17268,True,F,23,Single,Hospitality
17269,False,F,24,Single,Professional
17270,False,F,24,Single,Professional
17271,False,M,38,Married,Professional
17272,False,M,38,Married,Professional
17273,False,M,38,Married,Professional
17274,True,M,26,Single,Other
17275,True,M,26,Single,Other
17276,False,M,26,Single,Other
17277,False,M,42,Married,Other
17278,False,M,42,Married,Other
17279,False,M,42,Married,Other
17280,False,F,21,Single,Other
17281,False,F,21,Single,Other
17282,False,M,43,Married,Executive
17283,False,M,43,Married,Executive
17284,False,M,43,Married,Executive
17285,False,M,43,Married,Executive
17286,False,F,56,Married,Other
17287,False,F,56,Married,Other
17288,False,F,56,Married,Other
17289,False,F,56,Married,Other
17290,False,F,20,Single,Other
17291,False,F,20,Single,Other
17292,False,F,20,Single,Other
17293,False,M,35,Married,Executive
17294,False,M,35,Married,Executive
17295,False,M,35,Married,Other
17296,False,M,35,Married,Other
17297,False,M,35,Married,Other
17298,False,M,20,Single,Sales
17299,False,M,20,Single,Sales
17300,False,M,20,Single,Sales
17301,False,M,20,Single,Sales
17302,False,M,58,Married,Other
17303,False,M,58,Married,Other
17304,False,M,58,Married,Other
17305,False,M,58,Married,Other
17306,True,M,36,Unspecified,Sales
17307,False,M,36,Unspecified,Sales
17308,True,M,36,Unspecified,Sales
17309,False,M,36,Unspecified,Sales
17310,False,M,26,Single,Professional
17311,False,M,26,Single,Professional
17312,False,M,26,Single,Professional
17313,False,M,26,Single,Professional
17314,False,M,26,Single,Professional
17315,False,M,26,Single,Professional
17316,False,M,26,Single,Professional
17317,False,M,44,Married,Executive
17318,False,M,44,Married,Executive
17319,False,M,44,Married,Executive
17320,False,M,44,Married,Executive
17321,False,M,44,Married,Executive
17322,True,M,30,Married,Sales
17323,False,M,30,Married,Sales
17324,False,F,32,Married,Other
17325,False,F,32,Married,Other
17326,True,M,29,Single,Other
17327,True,M,29,Single,Other
17328,False,F,22,Single,Other
17329,False,F,22,Single,Other
17330,False,M,38,Married,Professional
17331,False,M,38,Married,Professional
17332,False,M,41,Married,Other
17333,False,M,41,Married,Other
17334,False,M,41,Married,Other
17335,False,M,58,Married,Professional
17336,False,M,58,Married,Professional
17337,False,M,58,Married,Professional
17338,False,M,58,Married,Professional
17339,False,M,58,Married,Professional
17340,False,F,68,Married,Retired
17341,False,F,68,Married,Retired
17342,False,M,43,Married,Other
17343,False,M,43,Married,Other
17344,False,F,40,Married,Retired
17345,False,F,40,Married,Retired
17346,False,M,20,Single,Professional
17347,False,M,20,Single,Professional
17348,False,M,20,Single,Professional
17349,False,F,39,Single,Professional
17350,False,F,39,Single,Professional
17351,False,M,21,Single,Professional
17352,False,M,21,Single,Professional
17353,True,M,21,Single,Professional
17354,False,M,21,Single,Professional
17355,False,M,20,Single,Professional
17356,False,M,20,Single,Professional
17357,False,M,20,Single,Professional
17358,True,M,43,Married,Other
17359,True,M,43,Married,Other
17360,False,M,43,Married,Other
17361,False,M,43,Married,Other
17362,False,M,58,Married,Trades
17363,False,M,58,Married,Trades
17364,False,F,33,Unspecified,Other
17365,False,F,33,Unspecified,Other
17366,False,M,27,Single,Other
17367,False,M,27,Single,Other
17368,False,M,27,Single,Other
17369,False,M,27,Single,Other
17370,False,M,27,Single,Other
17371,True,M,32,Single,Professional
17372,True,M,32,Single,Professional
17373,False,M,32,Single,Professional
17374,False,M,32,Single,Professional
17375,False,F,41,Married,Other
17376,False,F,41,Married,Other
17377,False,F,30,Married,Other
17378,False,F,30,Married,Other
17379,False,M,27,Single,Other
17380,False,M,27,Single,Other
17381,False,M,37,Married,Sales
17382,False,M,37,Married,Sales
17383,False,M,37,Married,Sales
17384,False,M,30,Married,Sales
17385,True,M,30,Married,Sales
17386,False,F,27,Single,Professional
17387,False,F,27,Single,Professional
17388,False,F,45,Married,Executive
17389,False,F,45,Married,Executive
17390,False,F,23,Single,Retail
17391,False,F,23,Single,Retail
17392,False,M,35,Married,Trades
17393,False,M,35,Married,Trades
17394,False,M,35,Married,Trades
17395,False,M,35,Married,Trades
17396,False,M,26,Married,Professional
17397,False,M,26,Married,Professional
17398,False,M,26,Married,Professional
17399,False,M,26,Married,Professional
17400,False,M,33,Married,Professional
17401,False,M,33,Married,Professional
17402,False,M,33,Married,Professional
17403,False,F,59,Married,Retired
17404,False,F,59,Married,Retired
17405,False,F,34,Married,Other
17406,False,F,34,Married,Other
17407,False,F,34,Married,Other
17408,False,M,32,Single,Other
17409,False,M,32,Single,Other
17410,False,F,62,Married,Other
17411,False,F,62,Married,Other
17412,False,F,36,Single,Professional
17413,False,F,36,Single,Professional
17414,False,M,38,Married,Other
17415,False,M,38,Married,Other
17416,False,M,38,Married,Other
17417,False,M,42,Married,Sales
17418,False,M,42,Married,Sales
17419,False,M,42,Married,Sales
17420,False,M,42,Married,Sales
17421,False,M,28,Single,Other
17422,False,M,28,Single,Other
17423,False,F,24,Single,Professional
17424,False,F,24,Single,Professional
17425,False,F,44,Unspecified,Hospitality
17426,True,F,44,Unspecified,Hospitality
17427,False,F,44,Unspecified,Hospitality
17428,False,F,44,Unspecified,Hospitality
17429,True,F,44,Unspecified,Hospitality
17430,False,F,44,Unspecified,Hospitality
17431,False,F,44,Unspecified,Hospitality
17432,False,F,44,Unspecified,Hospitality
17433,False,M,39,Married,Sales
17434,False,M,39,Married,Sales
17435,False,M,39,Married,Sales
17436,True,M,40,Married,Sales
17437,False,M,40,Married,Sales
17438,False,M,40,Married,Sales
17439,False,M,40,Married,Sales
17440,False,M,50,Married,Retired
17441,False,M,50,Married,Retired
17442,False,M,50,Married,Retired
17443,False,M,50,Married,Retired
17444,False,F,28,Single,Student
17445,False,F,28,Single,Student
17446,False,F,25,Single,Professional
17447,False,F,25,Single,Professional
17448,False,F,41,Married,Professional
17449,False,F,41,Married,Professional
17450,False,F,41,Married,Professional
17451,False,F,41,Married,Professional
17452,True,M,29,Single,Trades
17453,True,M,29,Single,Trades
17454,False,M,29,Single,Trades
17455,False,M,37,Married,Sales
17456,False,M,37,Married,Sales
17457,False,M,37,Married,Sales
17458,True,M,37,Married,Sales
17459,False,F,39,Single,Other
17460,False,F,39,Single,Other
17461,False,F,38,Married,Executive
17462,False,F,38,Married,Executive
17463,False,M,30,Married,Other
17464,False,M,30,Married,Other
17465,False,M,27,Single,Other
17466,False,M,27,Single,Other
17467,False,F,33,Married,Other
17468,False,F,33,Married,Other
17469,False,F,33,Married,Other
17470,False,F,33,Married,Other
17471,False,F,31,Single,Professional
17472,False,F,31,Single,Professional
17473,False,M,34,Married,Trades
17474,False,M,34,Married,Trades
17475,False,M,34,Single,Trades
17476,False,M,34,Single,Trades
17477,False,M,34,Single,Trades
17478,False,M,34,Single,Trades
17479,False,M,34,Single,Trades
17480,False,M,23,Single,Professional
17481,False,M,23,Single,Professional
17482,False,M,23,Single,Professional
17483,True,M,22,Single,Other
17484,True,M,22,Single,Other
17485,False,M,22,Single,Other
17486,False,M,22,Single,Other
17487,False,M,20,Single,Professional
17488,False,M,20,Single,Professional
17489,True,M,19,Single,Professional
17490,True,M,19,Single,Professional
17491,False,M,19,Single,Professional
17492,False,F,20,Single,Professional
17493,False,F,20,Single,Professional
17494,True,M,27,Single,Sales
17495,True,M,27,Single,Sales
17496,False,M,27,Single,Sales
17497,False,M,27,Single,Sales
17498,False,F,22,Single,Other
17499,False,F,22,Single,Other
17500,False,M,44,Married,Other
17501,False,M,44,Married,Other
17502,False,M,44,Married,Other
17503,False,M,44,Married,Other
17504,False,M,44,Married,Other
17505,False,M,44,Married,Other
17506,False,M,39,Married,Other
17507,False,M,39,Married,Other
17508,False,M,48,Married,Other
17509,False,M,48,Married,Other
17510,False,M,48,Married,Other
17511,False,F,20,Single,Professional
17512,False,F,20,Single,Professional
17513,False,F,43,Married,Other
17514,True,F,43,Married,Other
17515,False,M,29,Single,Other
17516,False,M,29,Single,Other
17517,False,M,29,Single,Other
17518,False,M,29,Single,Other
17519,False,M,20,Single,Student
17520,False,M,20,Single,Student
17521,False,F,33,Single,Retail
17522,False,F,33,Single,Retail
17523,True,M,28,Single,Professional
17524,True,M,28,Single,Professional
17525,False,M,28,Single,Professional
17526,False,F,24,Single,Other
17527,False,F,24,Single,Other
17528,False,F,24,Single,Other
17529,False,F,38,Married,Other
17530,False,F,38,Married,Other
17531,False,M,26,Single,Other
17532,False,M,26,Single,Other
17533,False,M,26,Single,Other
17534,True,M,26,Single,Other
17535,False,M,32,Married,Sales
17536,True,M,32,Married,Sales
17537,True,M,32,Married,Sales
17538,False,M,32,Married,Sales
17539,False,F,23,Single,Retail
17540,False,F,23,Single,Retail
17541,False,M,28,Single,Other
17542,False,M,28,Single,Other
17543,False,M,28,Single,Other
17544,False,M,28,Single,Other
17545,False,M,28,Single,Other
17546,False,F,19,Single,Student
17547,False,F,19,Single,Student
17548,False,F,19,Single,Student
17549,False,F,19,Single,Student
17550,False,F,39,Married,Other
17551,False,F,39,Married,Other
17552,False,F,39,Married,Other
17553,False,F,39,Married,Other
17554,False,F,39,Married,Other
17555,False,M,49,Unspecified,Trades
17556,False,F,36,Married,Retail
17557,False,F,36,Married,Retail
17558,False,F,36,Married,Retail
17559,False,F,36,Married,Retail
17560,False,F,31,Married,Hospitality
17561,False,F,31,Married,Hospitality
17562,False,F,31,Married,Hospitality
17563,False,F,34,Unspecified,Professional
17564,False,F,34,Unspecified,Professional
17565,False,F,34,Unspecified,Professional
17566,False,F,34,Unspecified,Professional
17567,False,F,34,Unspecified,Professional
17568,False,F,34,Unspecified,Professional
17569,False,F,49,Married,Sales
17570,False,F,49,Married,Sales
17571,True,M,23,Single,Professional
17572,True,M,23,Single,Professional
17573,False,M,23,Single,Professional
17574,False,M,23,Single,Professional
17575,False,F,31,Single,Other
17576,False,F,31,Single,Other
